no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,Movable_assets,Immovable_assets
5,0,0,1300000,3000000,20,540,5100000,3300000
0,1,1,6800000,15300000,14,699,22200000,22500000
3,1,0,1300000,5000000,6,686,5000000,4700000
1,0,0,7700000,17100000,14,603,37400000,23200000
2,1,1,3300000,11300000,6,647,17200000,11100000
3,1,1,9400000,30900000,20,873,28300000,40500000
4,0,1,2500000,5300000,10,540,8800000,5100000
2,0,1,1200000,3500000,16,540,4300000,4900000
4,1,0,6700000,13400000,10,436,30700000,4800000
3,0,0,8900000,21300000,10,467,40600000,21300000
1,0,0,6300000,18300000,20,430,32200000,14300000
3,0,1,1400000,3200000,20,772,6700000,3300000
3,1,1,300000,500000,6,876,1400000,400000
5,0,1,3500000,13500000,10,535,15600000,8800000
2,1,0,4000000,8100000,16,312,18200000,5600000
0,0,1,1200000,2700000,2,638,4200000,2000000
2,0,1,4100000,13500000,4,846,13800000,16700000
4,0,0,7300000,14900000,2,358,27700000,25900000
0,0,1,9200000,29400000,2,868,37300000,23000000
5,1,1,900000,1800000,14,464,2500000,2600000
3,0,0,2800000,9400000,10,519,9200000,10500000
4,0,1,4100000,12500000,2,579,14200000,18100000
5,1,1,7100000,21500000,4,557,30400000,16900000
4,0,1,6200000,16200000,20,734,19000000,12800000
2,1,0,2800000,6000000,18,816,11400000,10500000
4,0,1,4900000,12800000,2,691,21700000,5100000
4,0,1,6100000,21700000,6,860,19700000,14800000
3,0,1,6100000,24200000,12,672,28500000,11400000
5,1,0,2200000,5400000,12,833,8600000,8200000
2,0,0,500000,1500000,2,888,2100000,1800000
4,0,1,8700000,23400000,16,372,28000000,22300000
1,1,1,6800000,13700000,10,879,28800000,3100000
5,0,1,8800000,21300000,14,852,38400000,14400000
1,1,0,1400000,4100000,20,530,4900000,2300000
3,1,1,5400000,16800000,16,550,20400000,17100000
3,0,1,1700000,3400000,6,488,6100000,600000
3,0,0,2600000,6300000,10,783,9100000,8900000
1,1,0,5300000,11500000,8,753,17400000,14200000
2,0,1,8100000,28500000,20,420,41800000,2900000
0,0,0,8400000,31000000,4,783,37500000,32300000
3,0,1,6800000,23900000,12,565,25500000,21600000
0,1,1,1600000,5300000,4,733,6600000,2500000
0,1,1,3300000,7700000,12,775,11600000,10300000
4,1,0,8600000,20900000,10,867,33600000,31500000
4,0,0,2200000,6100000,12,330,7200000,8400000
3,1,1,6500000,18200000,20,405,28000000,13200000
3,1,1,1000000,2500000,18,763,3500000,1500000
3,0,0,9600000,34500000,20,523,29600000,28700000
5,0,0,9200000,18600000,20,497,34900000,1300000
2,0,1,9900000,37300000,8,385,41600000,1500000
4,0,1,5500000,15100000,18,673,21100000,18500000
3,0,0,6600000,14600000,10,841,20800000,27400000
4,0,1,9200000,29400000,14,517,43600000,4900000
5,1,0,9100000,19900000,20,519,39400000,25700000
0,1,1,3000000,11000000,16,331,9000000,12500000
5,1,0,7000000,21800000,4,631,24600000,15200000
2,0,0,9800000,25400000,2,655,29200000,24500000
4,0,1,5400000,17100000,2,533,16900000,18900000
0,1,1,1200000,3000000,4,827,3800000,3800000
0,0,1,5200000,15700000,6,692,18300000,10800000
5,1,0,9300000,22000000,4,822,36300000,30900000
3,0,1,1500000,4100000,14,611,6900000,2600000
0,1,1,3900000,8600000,2,667,15500000,10900000
3,0,1,9000000,33600000,2,426,32600000,37800000
1,1,0,1000000,3600000,4,546,3100000,2500000
4,0,0,900000,2700000,20,327,3400000,1600000
5,0,1,700000,2600000,2,869,1900000,1600000
1,0,1,8800000,33700000,14,561,37600000,17300000
3,1,1,8200000,16500000,18,371,26700000,20200000
4,1,0,1900000,5600000,2,832,9500000,6000000
2,1,1,2300000,9100000,20,610,11200000,4300000
4,1,0,8500000,24900000,2,405,33100000,2300000
2,0,0,7900000,17700000,4,402,34000000,32700000
0,1,1,8600000,20000000,10,704,41100000,35400000
2,0,0,2300000,8800000,18,336,6700000,2600000
2,1,0,5700000,21300000,10,323,21300000,12800000
0,0,0,4300000,16900000,18,469,18200000,6000000
1,0,0,2100000,4200000,12,379,10600000,4800000
1,0,1,6400000,17900000,6,575,28400000,14200000
5,1,0,5800000,22800000,12,600,26400000,17100000
1,0,1,9300000,27900000,12,600,35600000,6300000
0,1,1,1000000,3000000,18,382,4400000,2900000
5,0,0,4200000,9200000,12,870,18000000,5600000
0,1,1,5400000,10900000,20,366,25800000,4200000
2,0,0,9800000,20900000,12,768,52000000,13600000
1,1,1,4800000,14700000,2,356,18900000,15900000
0,0,1,4300000,14300000,14,601,22400000,4700000
0,0,0,5800000,21100000,6,414,21600000,10300000
4,1,1,5100000,18600000,20,312,22000000,15600000
0,1,1,8300000,16800000,18,422,34700000,18600000
3,0,0,2900000,11500000,16,843,15000000,4900000
2,0,1,2700000,9600000,14,554,12100000,6000000
4,1,1,2000000,4000000,10,636,5700000,2100000
2,1,1,800000,2100000,6,726,3200000,2000000
2,1,0,8200000,30600000,10,343,23900000,21300000
4,0,1,1200000,3100000,16,348,5200000,3400000
2,1,1,6400000,19300000,6,414,23000000,9000000
4,1,1,9800000,21200000,20,355,46200000,30900000
2,1,0,6600000,14100000,2,471,26700000,22200000
3,1,1,5800000,13600000,12,321,25700000,5000000
4,0,0,9300000,35900000,18,461,37600000,22500000
5,0,1,2400000,8700000,18,877,8200000,5700000
5,1,0,2200000,7200000,10,532,9100000,3000000
5,0,0,2800000,11000000,12,753,13100000,8500000
4,1,1,3800000,8200000,4,309,13500000,14800000
3,1,1,4400000,16300000,20,561,16000000,13500000
4,0,1,3900000,12300000,18,784,15900000,14500000
1,1,1,5600000,18000000,10,531,28200000,15500000
0,0,0,9200000,36500000,14,522,35600000,15800000
2,0,1,8600000,28800000,8,890,28400000,29200000
0,1,0,500000,1800000,2,531,2600000,1800000
1,1,0,3200000,12000000,16,597,9900000,8700000
4,1,0,8800000,19100000,6,586,33000000,26400000
4,1,0,4400000,17000000,18,302,19700000,3100000
1,0,1,4000000,10100000,16,451,18200000,10900000
3,1,0,1600000,3900000,20,804,4000000,3400000
4,1,1,5500000,13400000,10,880,22700000,1100000
0,0,1,2900000,7200000,16,332,11200000,9300000
1,0,1,1000000,3000000,10,813,4100000,3400000
4,1,0,2400000,5000000,4,716,8300000,4300000
4,1,0,3900000,10600000,20,544,15800000,7200000
4,1,0,4500000,15100000,6,693,23800000,5200000
2,1,0,5200000,14800000,12,659,22200000,16700000
4,1,0,8400000,29000000,2,463,26800000,13800000
0,1,1,9600000,19600000,12,500,48500000,22200000
1,0,1,4200000,11300000,4,704,18900000,7500000
2,1,1,7600000,23600000,6,358,33000000,23100000
5,1,0,1000000,2000000,4,524,2900000,4500000
2,0,0,6200000,16900000,12,754,23200000,6500000
3,0,0,8300000,30500000,10,473,35100000,22700000
4,1,0,9500000,21300000,18,353,32500000,25200000
0,1,0,6900000,23500000,2,621,32500000,15100000
3,0,0,4900000,11900000,8,612,24800000,10900000
0,1,0,4600000,14400000,14,642,15900000,18800000
3,0,1,7400000,25700000,2,461,20200000,8600000
2,0,1,4700000,12000000,6,505,20300000,7200000
0,0,1,7000000,26400000,14,610,19200000,14300000
1,1,0,6800000,16900000,12,779,27800000,24000000
1,1,1,7400000,23900000,4,687,31700000,31700000
1,0,1,200000,500000,10,856,700000,700000
4,1,1,3700000,11900000,18,635,15900000,12500000
3,1,1,7000000,16200000,6,378,25800000,32600000
1,1,0,8300000,29200000,6,877,41000000,23600000
2,0,0,4500000,16600000,20,704,19300000,10600000
3,1,1,4200000,9700000,2,396,12900000,8900000
5,0,1,9600000,20600000,6,456,33300000,28300000
0,0,0,6800000,21200000,14,300,26500000,8700000
5,0,1,5400000,21200000,20,734,19000000,9100000
4,0,1,6200000,21300000,16,882,17000000,15300000
5,0,0,5200000,20700000,2,538,18200000,5200000
5,1,1,4800000,13100000,6,717,21100000,17200000
5,0,1,400000,800000,2,759,1600000,600000
0,0,0,4700000,14800000,20,755,19100000,17300000
1,0,0,500000,1300000,6,670,2100000,1500000
5,0,1,6400000,21900000,12,699,21000000,16200000
1,1,1,8000000,27800000,8,804,38900000,9500000
1,1,0,7400000,19800000,18,458,31700000,18800000
1,0,1,6200000,16200000,4,888,28300000,11900000
0,0,0,8000000,23700000,10,305,29200000,33800000
1,0,1,9700000,25500000,18,741,39700000,28100000
1,1,1,4300000,9400000,6,543,19000000,12600000
5,1,0,5800000,17500000,10,719,15500000,7700000
1,0,0,7500000,28300000,16,707,23000000,10800000
1,1,1,9200000,31500000,18,698,28700000,11400000
3,1,1,5200000,11000000,12,830,23600000,14000000
1,0,1,3500000,13100000,10,477,10600000,9400000
4,0,0,700000,2200000,6,680,2800000,500000
2,1,0,8800000,19000000,14,637,33200000,27600000
3,0,0,2400000,5900000,2,425,9900000,1600000
1,0,0,3200000,8800000,4,405,14100000,3600000
5,1,0,1300000,4800000,4,346,5000000,4800000
0,1,1,2500000,9900000,6,623,8000000,7800000
0,1,1,9500000,20800000,14,565,47300000,27000000
1,1,0,8900000,28400000,6,709,34100000,27100000
0,0,0,8400000,19800000,16,674,38100000,12700000
0,0,1,1300000,4700000,16,530,4600000,4200000
5,1,1,500000,1800000,18,411,1500000,1500000
4,1,1,8600000,20600000,16,449,34100000,21400000
2,1,1,7000000,21400000,12,541,29400000,5000000
4,0,0,6200000,17300000,6,837,29300000,16300000
